Tweets,hash,Score
 biden2020!,biden2020,1
 biden2020landslide biden2020 lockhimup,"biden2020landslide,biden2020,lockhimup",1
 nope! biden2020,biden2020,1
 rt rt please we let everyone see video dictatortrump anonymous anonymus blacklivesmatter donaldtrump…,"dictatortrump,anonymous,anonymus,blacklivesmatter,donaldtrump",-1
 rt füh·rer trump thanked turning u s military against american citizens fuhrertrump biden2020 https…,"fuhrertrump,biden2020",1
 rt füh·rer trump thanked turning u s military against american citizens fuhrertrump biden2020 https…,"fuhrertrump,biden2020",1
 and this president get we want presidentbiden voteblue voteblue2020 joebiden…,"presidentbiden,voteblue,voteblue2020,joebiden",1
 and this president get we want presidentbiden voteblue voteblue2020 joebiden…,"presidentbiden,voteblue,voteblue2020,joebiden",1
 watch biden2020 blacklivesmatter policereform vote,"biden2020,blacklivesmatter,policereform,vote",1
 watch biden2020 blacklivesmatter policereform vote,"biden2020,blacklivesmatter,policereform,vote",1
 g7summit modi donaldtrump india america blacklivesmatter,"g7summit,modi,donaldtrump,india,america,blacklivesmatter",-1
 happy see this! joebiden2020,joebiden2020,1
 rt boom!! joe biden dominates trump with real presidential speech in philly biden2020,biden2020,1
 waiting jill bring lunch 😆 morningjoe rachelmaddow biden2020👎🏻 maddow tuesdaythoughts…,"morningjoe,rachelmaddow,biden2020,maddow,tuesdaythoughts",1
 presidentjoebiden speech country craving biden2020,"presidentjoebiden,biden2020",1
 rt jeanpierre so glad team!! biden2020,biden2020,1
 media needs give much coverage trump's alternative biden2020 rather…,biden2020,1
 rt november 3rd can't come soon enough! joebiden2020 bluewave2020,"joebiden2020,bluewave2020",1
 joe biden lashes into trump fanning ‘the flames hate’ full speech transcript trump biden2020 politics…,"trump,biden2020,politics",1
 rt please enjoy today's donaldtrump cartoon blacklivesmatter,"donaldtrump,blacklivesmatter",-1
 votebluetosaveamerica2020 biden2020,"votebluetosaveamerica2020,biden2020",1
 compassionate liberals!!! democratsaredestroyingamerica democrats mentalhealthmatters liberals biden2020…,"democratsaredestroyingamerica,democrats,mentalhealthmatters,liberals,biden2020",1
 rt please join donate bucks joebiden2020 we need president represents all americans ridinwithbiden…,"joebiden2020,americans,ridinwithbiden",1
 rt boom!! joe biden dominates trump with real presidential speech in philly biden2020,biden2020,1
 joe biden make america great since fucked bad biden2020 trumpresignnow,"biden2020,trumpresignnow",1
 brilliant! biden2020 joe biden delivers remarks protests,biden2020,1
 vote blue trumpliesamericansdie dickstaindonald biden2020 joebiden,"trumpliesamericansdie,dickstaindonald,biden2020,joebiden",1
 vote blue trumpliesamericansdie dickstaindonald biden2020 joebiden,"trumpliesamericansdie,dickstaindonald,biden2020,joebiden",1
 rt boom!! joe biden dominates trump with real presidential speech in philly biden2020,biden2020,1
 presidenbiden2020 votebluetosaveamerica votebluetoreclaimdecencyanddemocracy presidentbiden…,"presidenbiden2020,votebluetosaveamerica,votebluetoreclaimdecencyanddemocracy,presidentbiden",1
 rt summit that’s lie nyc fine you’ve forgotten true leader looks like andrewcuomo biden2020,"andrewcuomo,biden2020",1
 rt boom!! joe biden dominates trump with real presidential speech in philly biden2020,biden2020,1
 i'm joe biden2020,biden2020,1
 rt i'm joe biden2020,biden2020,1
 biden better tweeter 😂😂😂 flushtheturdonnovemberthird biden2020 bluelandslide…,"flushtheturdonnovemberthird,biden2020,bluelandslide",1
 rt this is trumps america if it disgusts you please retweet thank you 🙏🏻🗽🇺🇸👮🏼‍♀️ icantbreath blacklivesmatter remo…,"icantbreath,blacklivesmatter",-1
 rt biden better tweeter 😂😂😂 flushtheturdonnovemberthird biden2020 bluelandslide tr…,"flushtheturdonnovemberthird,biden2020,bluelandslide",1
 joebiden2020,joebiden2020,1
 rt remember presidents used sound like we it’s biden2020 teamjoe …,"biden2020,teamjoe",1
 we will! biden2020,biden2020,1
 rt i'm joe biden2020,biden2020,1
 trumpdictatorship americaortrump biden2020,"trumpdictatorship,americaortrump,biden2020",1
 rt let days let another take office psalm 109 8 biden2020 ridinwithbiden,"biden2020,ridinwithbiden",1
 🤯👏 biden2020,biden2020,1
 trump turned u s shithole country ridinwithbiden biden2020 teamjoe gojoe,"ridinwithbiden,biden2020,teamjoe,gojoe",1
 the best joe biden he'll come clean mess beginning jan 19 2021 biden2020 gojoe,"biden2020,gojoe",1
 hasn’t already reported hopehicks one set entire shit show gopcomplicit resistasone biden2020,"hopehicks,gopcomplicit,resistasone,biden2020",1
 got absentee ballot yesterday mailed biden2020,biden2020,1
 i am ready to voteouthate now🗳 transitiontobiden joebiden2020 blacksforbiden blacklivesmatter georgefloyd…,"voteouthate,transitiontobiden,joebiden2020,blacksforbiden,blacklivesmatter,georgefloyd",1
 i am ready to voteouthate now🗳 transitiontobiden joebiden2020 blacksforbiden blacklivesmatter georgefloyd…,"voteouthate,transitiontobiden,joebiden2020,blacksforbiden,blacklivesmatter,georgefloyd",1
 gojoe joebiden2020 strongertogether voteblue2020,"gojoe,joebiden2020,strongertogether,voteblue2020",1
 rt joebiden2020 weneedyou,"joebiden2020,weneedyou",1
 he acts like leader speaks like leader must leader 💙🇺🇸 biden2020 americaortrump,"biden2020,americaortrump",1
 joebiden2020,joebiden2020,1
 rt füh·rer trump thanked turning u s military against american citizens fuhrertrump biden2020 https…,"fuhrertrump,biden2020",1
 biden2020,biden2020,1
 rt trump turned u s shithole country ridinwithbiden biden2020 teamjoe gojoe,"ridinwithbiden,biden2020,teamjoe,gojoe",1
 rt resistor resign blacklivesmatter votebluetosaveamerica bunkertrump https …,"blacklivesmatter,votebluetosaveamerica,bunkertrump",-1
 rt trump turned u s shithole country ridinwithbiden biden2020 teamjoe gojoe,"ridinwithbiden,biden2020,teamjoe,gojoe",1
 rt trump turned u s shithole country ridinwithbiden biden2020 teamjoe gojoe,"ridinwithbiden,biden2020,teamjoe,gojoe",1
 joe please save us neanderthals! biden2020,biden2020,1
 share hell 1986 joebiden2020 joebidenisaracist joebidenisracist…,"joebiden2020,joebidenisaracist,joebidenisracist",1
 share hell 1986 joebiden2020 joebidenisaracist joebidenisracist…,"joebiden2020,joebidenisaracist,joebidenisracist",1
 share hell 1986 joebiden2020 joebidenisaracist joebidenisracist…,"joebiden2020,joebidenisaracist,joebidenisracist",1
 rt boom!! joe biden dominates trump with real presidential speech in philly biden2020,biden2020,1
 rt just voted biden2020,"voted,biden2020",1
 well you're doing nothing now!!!! watch biden's speech maybe you'll get a clue!!! biden2020,biden2020,1
 voteouthate votejoebiden2020,"voteouthate,votejoebiden2020",0
 rt here's handy election guide vote guy didn't gas americans could take photo biden2020,biden2020,1
 biden2020,biden2020,1
 rt trumpdictatorship americaortrump biden2020,"trumpdictatorship,americaortrump,biden2020",1
 rt boom!! joe biden dominates trump with real presidential speech in philly biden2020,biden2020,1
 if biden wins pay fee order shipped overnight biden2020 bidenforpresident2020,"biden2020,bidenforpresident2020",1
 rt this leader addresses americaincrisis yesterday maga potus police riot gear gas peac…,"americaincrisis,maga",-1
 rt let days let another take office psalm 109 8 biden2020 ridinwithbiden,"biden2020,ridinwithbiden",1
 rt trump turned u s shithole country ridinwithbiden biden2020 teamjoe gojoe,"ridinwithbiden,biden2020,teamjoe,gojoe",1
 rt please join donate bucks joebiden2020 we need president represents all americans ridinwithbiden…,"joebiden2020,americans,ridinwithbiden",1
 biden2020 can please take,biden2020,1
 this right here! joebiden2020,joebiden2020,1
 me!!! 🌊🌊🌊 biden2020 end trumpdictatorship trumpout2020,"biden2020,trumpdictatorship,trumpout2020",1
 rt donald trump trying burn america fucking ground but there’s way mess joe biden biden2020 ht…,biden2020,1
 vote doctor trump vote biden2020 vote do nothing republicans out of office,biden2020,1
 rt summit that’s lie nyc fine you’ve forgotten true leader looks like andrewcuomo biden2020,"andrewcuomo,biden2020",1
 joe save us oxygen thieves! biden2020,biden2020,1
 rt here's handy election guide vote guy didn't gas americans could take photo biden2020,biden2020,1
 rt here's handy election guide vote guy didn't gas americans could take photo biden2020,biden2020,1
 rt füh·rer trump thanked turning u s military against american citizens fuhrertrump biden2020 https…,"fuhrertrump,biden2020",1
 the latest alabama democrat out! thanks nontheist biden2020 christianvalues,"biden2020,christianvalues",1
 rt i'm joe biden2020,biden2020,1
 rt trump turned u s shithole country ridinwithbiden biden2020 teamjoe gojoe,"ridinwithbiden,biden2020,teamjoe,gojoe",1
 i won’t 😁 biden2020,biden2020,1
 rt trump turned u s shithole country ridinwithbiden biden2020 teamjoe gojoe,"ridinwithbiden,biden2020,teamjoe,gojoe",1
 rt here's handy election guide vote guy didn't gas americans could take photo biden2020,biden2020,1
 rt trump turned u s shithole country ridinwithbiden biden2020 teamjoe gojoe,"ridinwithbiden,biden2020,teamjoe,gojoe",1
 rt trump turned u s shithole country ridinwithbiden biden2020 teamjoe gojoe,"ridinwithbiden,biden2020,teamjoe,gojoe",1
 go vote biden2020 biden but assured win pennsylvania primary tuesday biden fans pa d…,"biden2020,pennsylvania,biden",1
 go vote biden2020 biden but assured win pennsylvania primary tuesday biden fans pa d…,"biden2020,pennsylvania,biden",1
 rt trump turned u s shithole country ridinwithbiden biden2020 teamjoe gojoe,"ridinwithbiden,biden2020,teamjoe,gojoe",1
 rt biden better tweeter 😂😂😂 flushtheturdonnovemberthird biden2020 bluelandslide tr…,"flushtheturdonnovemberthird,biden2020,bluelandslide",1
 rt i'm joe biden2020,biden2020,1
 scott out mouth comes blessings cursings! read bible biden2020,biden2020,1
 lmao you how feel hated person world biden2020,biden2020,1
 rt trump turned u s shithole country ridinwithbiden biden2020 teamjoe gojoe,"ridinwithbiden,biden2020,teamjoe,gojoe",1
 rt i'm joe biden2020,biden2020,1
 rt joebiden2020,joebiden2020,1
 disgusting use power voting make change blacklivesmatter dictatortrump americaortrump enough…,"blacklivesmatter,dictatortrump,americaortrump,enough",-1
 rt trump turned u s shithole country ridinwithbiden biden2020 teamjoe gojoe,"ridinwithbiden,biden2020,teamjoe,gojoe",1
 biden2020,biden2020,1
 trumpdictatorship biden2020,"trumpdictatorship,biden2020",1
 👇 biden2020 but still dem and def shout i believe knows win this…,biden2020,1
 this leadership biden2020,biden2020,1
 blacklivesmatter blackvotesmatter blackvoicesfortrump,"blacklivesmatter,blackvotesmatter,blackvoicesfortrump",-1
 rt füh·rer trump thanked turning u s military against american citizens fuhrertrump biden2020 https…,"fuhrertrump,biden2020",1
 rt boom!! joe biden dominates trump with real presidential speech in philly biden2020,biden2020,1
 joe biden shows up! that’s going president biden2020,biden2020,1
 this you’re voting a pedophile biden2020 anomymous,"biden2020,anomymous",1
 rt i'm joe biden2020,biden2020,1
 biden2020 deadlinewh,"biden2020,deadlinewh",1
 rt here's handy election guide vote guy didn't gas americans could take photo biden2020,biden2020,1
 biden2020,biden2020,1
 rt i ready vote 45 out! come president 46 biden2020 endthisnightmare,"biden2020,endthisnightmare",1
 “ don’t believe every single thing fake news liberal media tells ain’t stupid ” biden2020 youaintblack,"biden2020,youaintblack",1
 “ don’t believe every single thing fake news liberal media tells ain’t stupid ” biden2020 youaintblack,"biden2020,youaintblack",1
 presidentbiden biden2020 votebluetosaveamerica2020 💙🇺🇸💙🇺🇸💙🇺🇸💙🇺🇸💙🇺🇸💙🇺🇸,"presidentbiden,biden2020,votebluetosaveamerica2020",1
 presidentbiden biden2020 votebluetosaveamerica2020 💙🇺🇸💙🇺🇸💙🇺🇸💙🇺🇸💙🇺🇸💙🇺🇸,"presidentbiden,biden2020,votebluetosaveamerica2020",1
 it must difficult no impossible biden2020,biden2020,1
 rt cnn abc cbs nbcnews deepstate maga trump2020 qanon kag kag2020 fox foxbusiness biden2020 obamag…,"cnn,abc,cbs,nbcnews,deepstate,maga,trump2020,qanon,kag,kag2020,fox,foxbusiness,biden2020",1
 rt cnn abc cbs nbcnews deepstate maga trump2020 qanon kag kag2020 fox foxbusiness biden2020 obamag…,"cnn,abc,cbs,nbcnews,deepstate,maga,trump2020,qanon,kag,kag2020,fox,foxbusiness,biden2020",1
 rt you're top 10 republicans i can't wait see voted election2020 biden2020 25thamend…,"election2020,biden2020",1
 rt i'm joe biden2020,biden2020,1
 cowardinchief blacklivesmatter trumpsamerikkka trumpout2020 trumpdictatorship biden2020,"cowardinchief,blacklivesmatter,trumpsamerikkka,trumpout2020,trumpdictatorship,biden2020",-1
 cowardinchief blacklivesmatter trumpsamerikkka trumpout2020 trumpdictatorship biden2020,"cowardinchief,blacklivesmatter,trumpsamerikkka,trumpout2020,trumpdictatorship,biden2020",-1
 i cannot wait gone gone gone biden2020,biden2020,1
 rt here's handy election guide vote guy didn't gas americans could take photo biden2020,biden2020,1
 sgreed!!!! biden2020,biden2020,1
 stop violence porn keep tweeting resign biden2020 xrepublican proud,"resign,biden2020",1
 rt i'm joe biden2020,biden2020,1
 biden2020,biden2020,1
 jeanpierre 🙌🏽🙌🏽🙌🏽 biden2020,biden2020,1
 biden2020,biden2020,1
 rt füh·rer trump thanked turning u s military against american citizens fuhrertrump biden2020 https…,"fuhrertrump,biden2020",1
 agreed!!!! biden2020 is a joke!,biden2020,1
 rt rengel a familiar ad 1980s redone 2020 endthisnightmare biden2020,"endthisnightmare,biden2020",1
 thank you! i can’t wait vote you!! biden2020,biden2020,1
 i guess believe right joebiden2020,joebiden2020,1
 about start calling folks pa get vote primary today!! blacklivesmatter biden2020,"blacklivesmatter,biden2020",-1
 about start calling folks pa get vote primary today!! blacklivesmatter biden2020,"blacklivesmatter,biden2020",-1
 oh no! not macy’s storefront glass! how ever replace bring biden2020,biden2020,1
 rt boom!! joe biden dominates trump with real presidential speech in philly biden2020,biden2020,1
 rt joebiden2020,joebiden2020,1
 rt boom!! joe biden dominates trump with real presidential speech in philly biden2020,biden2020,1
 rt trump turned u s shithole country ridinwithbiden biden2020 teamjoe gojoe,"ridinwithbiden,biden2020,teamjoe,gojoe",1
 rt biden2020,biden2020,1
 biden2020,biden2020,1
 americaortrump justiceforgeorgefloyd gojoe2020 votebluetosaveamerica,"americaortrump,justiceforgeorgefloyd,gojoe2020,votebluetosaveamerica",0
 rt boom!! joe biden dominates trump with real presidential speech in philly biden2020,biden2020,1
 biden2020 voteforyourlife,"biden2020,voteforyourlife",1
 rt joebiden2020,joebiden2020,1
 i don’t think hate win 11 03 2020 i believe biden2020 win ch…,biden2020,1
 you worst numbers ever incumbent yet keep running mouth biden2020,biden2020,1
 blacklivesmatter racism systemicracism enoughisenough soulofanation timeforchange vote vote2020 biden2020,"blacklivesmatter,racism,systemicracism,enoughisenough,soulofanation,timeforchange,vote,vote2020,biden2020",-1
 blacklivesmatter racism systemicracism enoughisenough soulofanation timeforchange vote vote2020 biden2020,"blacklivesmatter,racism,systemicracism,enoughisenough,soulofanation,timeforchange,vote,vote2020,biden2020",-1
 dumptrump biden2020 votebluetosaveamerica2020,"dumptrump,biden2020,votebluetosaveamerica2020",1
 teamjoe biden2020,"teamjoe,biden2020",1
 mmmm spicy joeypoopypants joebiden2020 blackoutday blackoutuesday wwg1wga thump,"joeypoopypants,joebiden2020,blackoutday,blackoutuesday,wwg1wga,thump",1
 rt i'm joe biden2020,biden2020,1
 ⁦@realdonaldtrump⁩ 25thamendmentbeforewealldie gopcomplicittraitors gopbetrayedamerica georgefloyd biden2020…,"25thamendmentbeforewealldie,gopcomplicittraitors,gopbetrayedamerica,georgefloyd,biden2020",1
 rt this good speech biden2020,biden2020,1
 rt let days let another take office psalm 109 8 biden2020 ridinwithbiden,"biden2020,ridinwithbiden",1
 votebluetosaveamerica2020 biden2020,"votebluetosaveamerica2020,biden2020",1
 biden2020,biden2020,1
 yes welcome liberal life democrat party biden2020,biden2020,1
 felt damn good vote today! biden2020,biden2020,1
 joebiden2020,joebiden2020,1
 this perfect metaphor biden2020 policy regarding black people,biden2020,1
 rt i'm joe biden2020,biden2020,1
 read joebiden's remarks civil unrest nationwide protests biden biden2020 georgefloyd,"joebiden,biden,biden2020,georgefloyd",1
 read joebiden's remarks civil unrest nationwide protests biden biden2020 georgefloyd,"joebiden,biden,biden2020,georgefloyd",1
 read joebiden's remarks civil unrest nationwide protests biden biden2020 georgefloyd,"joebiden,biden,biden2020,georgefloyd",1
 biden2020,biden2020,1
 taking care one another that's biden2020 speech today,biden2020,1
 rt just voted biden2020,"voted,biden2020",1
 i always love hear vp biden say he’s always comforting compassionate biden2020,biden2020,1
 i believe administration sol votebluenomatterwho biden2020,"votebluenomatterwho,biden2020",1
 voteblue2020 biden2020 republicansforjoebiden projectlincoln yanggang moscowmitch dumptrump trumpfailure…,"voteblue2020,biden2020,republicansforjoebiden,projectlincoln,yanggang,moscowmitch,dumptrump,trumpfailure",1
 rt boom!! joe biden dominates trump with real presidential speech in philly biden2020,biden2020,1
 rt i'm joe biden2020,biden2020,1
 rt i'm joe biden2020,biden2020,1
 rt trump turned u s shithole country ridinwithbiden biden2020 teamjoe gojoe,"ridinwithbiden,biden2020,teamjoe,gojoe",1
 remember america you’re good hands joe 🖐🏼 🤚🏼 biden2020 resist orangemanbad,"biden2020,resist,orangemanbad",1
 former registered republican looking forward voting anyone supports biden2020,biden2020,1
 rt here's handy election guide vote guy didn't gas americans could take photo biden2020,biden2020,1
 biden2020 byedon2020,"biden2020,byedon2020",1
 biden2020 least talking people not sounding like soiled brat! take ball an…,biden2020,1
 remember america you’re good hands joe 🖐🏼 🤚🏼 biden2020 resist…,"biden2020,resist",1
 giants and biden2020's hunter biden invests racist facial recognition tech along with…,biden2020,1
 america!! dumptrump2020 cowardinchief trumplittlebunkerman biden2020,"dumptrump2020,cowardinchief,trumplittlebunkerman,biden2020",1
 boycott wendy’s biden2020 boycottwendys,"biden2020,boycottwendys",1
 needs go st john church hold bill rights blacklivesmatter biden2020 washingtondcprotests,"blacklivesmatter,biden2020,washingtondcprotests",-1
 needs go st john church hold bill rights blacklivesmatter biden2020 washingtondcprotests,"blacklivesmatter,biden2020,washingtondcprotests",-1
 owo remember america you’re good hands joe 🖐🏼 🤚🏼 biden2020 resist orangemanbad,"biden2020,resist,orangemanbad",1
 rt i'm joe biden2020,biden2020,1
 she’s complicit biden2020,"complicit,biden2020",1
 rt boom!! joe biden dominates trump with real presidential speech in philly biden2020,biden2020,1
 remember america you’re good hands joe 🖐🏼 🤚🏼 biden2020 resist…,"biden2020,resist",1
 biden2020 bidenforpresident2020 votebluetosaveamerica2020,"biden2020,bidenforpresident2020,votebluetosaveamerica2020",1
 rt trump turned u s shithole country ridinwithbiden biden2020 teamjoe gojoe,"ridinwithbiden,biden2020,teamjoe,gojoe",1
 rt read joebiden's remarks civil unrest nationwide protests biden biden2020 georgeflo…,"joebiden,biden,biden2020",1
 rt read joebiden's remarks civil unrest nationwide protests biden biden2020 georgeflo…,"joebiden,biden,biden2020",1
 rt read joebiden's remarks civil unrest nationwide protests biden biden2020 georgeflo…,"joebiden,biden,biden2020",1
 face donnie go november biden2020,biden2020,1
 biden2020 😀😀😀😀😀,biden2020,1
 we'll remember november trumpdictatorship votebluetosaveamerica2020 biden2020,"trumpdictatorship,votebluetosaveamerica2020,biden2020",1
 rt 3branches voteblue2020 biden2020 republicansforjoebiden projectlincoln yanggang moscowmitch dumptrump trumpfailure trumpp…,"voteblue2020,biden2020,republicansforjoebiden,projectlincoln,yanggang,moscowmitch,dumptrump,trumpfailure",1
 let's flip poll maga kag wwg1wga magacountry patriots keepamericasafe,"maga,kag,wwg1wga,magacountry,patriots,keepamericasafe",0
 biden2020 bidenspeech,"biden2020,bidenspeech",1
 amen🙌🏽 this former republican chosen biden2020 republican party dead countryoverparty,"biden2020,countryoverparty",1
 john remember america you’re good hands joe 🖐🏼 🤚🏼 biden2020…,biden2020,1
 blackoutday biden2020,"blackoutday,biden2020",1
 rt you worst numbers ever incumbent yet keep running mouth biden2020,biden2020,1
 yes indeed waiting americaortrump biden2020,"americaortrump,biden2020",1
 rt trump turned u s shithole country ridinwithbiden biden2020 teamjoe gojoe,"ridinwithbiden,biden2020,teamjoe,gojoe",1
 biden2020,biden2020,1
 rt just voted biden2020,"voted,biden2020",1
 rt dems4usa joebiden biden2020,"dems4usa,joebiden,biden2020",1
 rt dems4usa joebiden biden2020,"dems4usa,joebiden,biden2020",1
 rt füh·rer trump thanked turning u s military against american citizens fuhrertrump biden2020 https…,"fuhrertrump,biden2020",1
 rt boom!! joe biden dominates trump with real presidential speech in philly biden2020,biden2020,1
 rt i'm joe biden2020,biden2020,1
 same voting biden2020 pennsylvania,biden2020,1
 rt let days let another take office psalm 109 8 biden2020 ridinwithbiden,"biden2020,ridinwithbiden",1
 rt here's handy election guide vote guy didn't gas americans could take photo biden2020,biden2020,1
 rt boom!! joe biden dominates trump with real presidential speech in philly biden2020,biden2020,1
 bunkerboy biden2020,"bunkerboy,biden2020",1
 i'm ribs portillo's clark ontario 8 stop discuss joebiden2020 w…,joebiden2020,1
 john remember america you’re good hands joe 🖐🏼 🤚🏼 biden2020…,biden2020,1
 what's lil' man the smaller man bigger ego biden biden2020 bidenforpresident2020 morningjoe,"biden,biden2020,bidenforpresident2020,morningjoe",1
 what's lil' man the smaller man bigger ego biden biden2020 bidenforpresident2020 morningjoe,"biden,biden2020,bidenforpresident2020,morningjoe",1
 rt 🔥🔥 dems4usa grassroots organization focusing 📌creating bluetsunami amp bluewave2020 📌electing joebiden…,"dems4usa,bluetsunami,bluewave2020,joebiden",0
 give fuq'd!! we demand trials we demand all pay complicity biden2020,biden2020,1
 rt trumpresignnow resignnowtrump biden2020,"trumpresignnow,resignnowtrump,biden2020",1
 bidenforpresident2020 biden2020,"bidenforpresident2020,biden2020",1
 charlatans always pretend answers who’s tired winning i sure biden2020,biden2020,1
 rt here's handy election guide vote guy didn't gas americans could take photo biden2020,biden2020,1
 rt endthisnightmare americaneedsrealleadershipnow biden2020,"endthisnightmare,americaneedsrealleadershipnow,biden2020",1
 this happened foreign press orders coward chief! this madness end biden2020,biden2020,1
 you're fired mf! biden2020 votebluetosaveamerica vote vote vote vote vote vote vote…,"biden2020,votebluetosaveamerica,vote,vote,vote,vote,vote,vote,vote",1
 rt endthisnightmare biden2020,"endthisnightmare,biden2020",1
 transition to greatness! biden2020,biden2020,1
 rt you worst numbers ever incumbent yet keep running mouth biden2020,biden2020,1
 rt you worst numbers ever incumbent yet keep running mouth biden2020,biden2020,1
 rt boom!! joe biden dominates trump with real presidential speech in philly biden2020,biden2020,1
 rt you worst numbers ever incumbent yet keep running mouth biden2020,biden2020,1
 rt boom!! joe biden dominates trump with real presidential speech in philly biden2020,biden2020,1
 more protestors today minneapolis inauguration biden2020,biden2020,1
 biden2020,biden2020,1
 you need start referring trump bunker boy hate say but need start going low uncle joe biden2020,biden2020,1
 no today! biden2020,biden2020,1
 biden2020,biden2020,1
 tired old crap need new writers trumpincitesviolence trumpsucks resignnow biden2020,"trumpincitesviolence,trumpsucks,resignnow,biden2020",1
 a real leader 👇one day america real president biden2020 vote bidenforpresident2020,"biden2020,bidenforpresident2020",1
 bye don president! biden2020 dumptrump2020 biden2020landslide americaortrump also…,"biden2020,dumptrump2020,biden2020landslide,americaortrump",1
 do think fat man holding bible biden2020,biden2020,1
 new poll biden leads trump 4 points race white house no lead is safe vote biden2020,"vote,biden2020",1
 rt you worst numbers ever incumbent yet keep running mouth biden2020,biden2020,1
 rt i'm joe biden2020,biden2020,1
 rt i'm joe biden2020,biden2020,1
 you dumb shit you deserve trump but don't blacklivesmatter biden2020…,"blacklivesmatter,biden2020",-1
 you dumb shit you deserve trump but don't blacklivesmatter biden2020…,"blacklivesmatter,biden2020",-1
 yo great show thanks reminding biden2020,biden2020,1
 joebiden2020 bunkerboy trumpincitesviolence votebluetosaveamerica2020,"joebiden2020,bunkerboy,trumpincitesviolence,votebluetosaveamerica2020",1
 rt new poll biden leads trump 4 points race white house no lead is safe vote biden2020 …,"vote,biden2020",1
 rt i'm joe biden2020,biden2020,1
 biden2020,biden2020,1
 rt trumpresignnow resignnowtrump biden2020,"trumpresignnow,resignnowtrump,biden2020",1
 votejoe votethemout biden2020,"votejoe,votethemout,biden2020",1
 rt i'm joe biden2020,biden2020,1
 rt here's handy election guide vote guy didn't gas americans could take photo biden2020,biden2020,1
 rt trump turned u s shithole country ridinwithbiden biden2020 teamjoe gojoe,"ridinwithbiden,biden2020,teamjoe,gojoe",1
 biden2020,biden2020,1
 biden2020 biden2020 biden2020 biden2020,"biden2020,biden2020,biden2020,biden2020",1
 biden2020 biden2020 biden2020 biden2020,"biden2020,biden2020,biden2020,biden2020",1
 biden2020 biden2020 biden2020 biden2020,"biden2020,biden2020,biden2020,biden2020",1
 biden2020 biden2020 biden2020 biden2020,"biden2020,biden2020,biden2020,biden2020",1
 rt let's flip poll maga kag wwg1wga magacountry patriots keepamericasafe,"maga,kag,wwg1wga,magacountry,patriots,keepamericasafe",0
 rt let days let another take office psalm 109 8 biden2020 ridinwithbiden…,"biden2020,ridinwithbiden",1
 rt i'm joe biden2020,biden2020,1
 watch speech today biden2020 bidenharris2020 icantbreathe…,"biden2020,bidenharris2020,icantbreathe",1
 rt just voted biden2020,"voted,biden2020",1
 wow ever poc watch alarming blacklivesmatter georgefloydmurder biden2020 alllivesmatter…,"blacklivesmatter,georgefloydmurder,biden2020,alllivesmatter",-1
 wow ever poc watch alarming blacklivesmatter georgefloydmurder biden2020 alllivesmatter…,"blacklivesmatter,georgefloydmurder,biden2020,alllivesmatter",-1
 rt bunkerboy bunkerbitch georgefloyd protests dcprotests dictatortrump presidentbiden,"bunkerboy,bunkerbitch,georgefloyd,protests,dcprotests,dictatortrump,presidentbiden",1
 rt mcda trumpdictatorship biden2020 contrast doesn't begin describe biden obama take steps fill glaring leadersh…,"trumpdictatorship,biden2020",1
 i’m real biden2020,biden2020,1
 rt let days let another take office psalm 109 8 biden2020 ridinwithbiden,"biden2020,ridinwithbiden",1
 rt i'm joe biden2020,biden2020,1
 i sure presidentbiden biden2020 fucktrump,"presidentbiden,biden2020,fucktrump",1
 i sure presidentbiden biden2020 fucktrump,"presidentbiden,biden2020,fucktrump",1
 rt i'm joe biden2020,biden2020,1
 worse president has give nasty name everyone i imagine people call joebiden2020 🇺🇸,joebiden2020,1
 they kick scream want they know they’re time nearly biden2020,biden2020,1
 rt let's flip poll maga kag wwg1wga magacountry patriots keepamericasafe,"maga,kag,wwg1wga,magacountry,patriots,keepamericasafe",0
 rt here's handy election guide vote guy didn't gas americans could take photo biden2020,biden2020,1
 rt here's handy election guide vote guy didn't gas americans could take photo biden2020,biden2020,1
 he president act like 😊👍🏼 biden2020,biden2020,1
 rt let's flip poll maga kag wwg1wga magacountry patriots keepamericasafe,"maga,kag,wwg1wga,magacountry,patriots,keepamericasafe",0
 rt here's handy election guide vote guy didn't gas americans could take photo biden2020,biden2020,1
 when someone shows believe first time biden2020,biden2020,1
 blackout blm vote biden2020,"blackout,blm,vote,biden2020",1
 trumpincitesviolence trumpistheworstpresidentever biden2020,"trumpincitesviolence,trumpistheworstpresidentever,biden2020",1
 blacklivesmatter blackoutday blacktwitter whyididntreport…,"blacklivesmatter,blackoutday,blacktwitter,whyididntreport",-1
 rt let's flip poll maga kag wwg1wga magacountry patriots keepamericasafe,"maga,kag,wwg1wga,magacountry,patriots,keepamericasafe",0
 yes next commander chief biden2020,biden2020,1
 cowards biden2020,biden2020,1
 aren’t stupid neither american voters trumpisanationaldisgrace biden2020,"trumpisanationaldisgrace,biden2020",1
 remember sane human sounds like biden2020,biden2020,1
 what contrast biden2020,biden2020,1
 y'all ain't black! joebiden votebluetosaveamerica voteouthate blackoutday2020,"joebiden,votebluetosaveamerica,voteouthate,blackoutday2020",0
 rt jeanpierre “the way wins don’t vote ” biden2020,biden2020,1
 presidentbush that would patriotic action us love democracy waiting biden2020,"presidentbush,biden2020",1
 rt i'm joe biden2020,biden2020,1
